Sample	SampleID	PCR_Control	Extract_Control	Subset	Source	Site	Source_Site	Site_Source	Source_SiteType	SiteType_Site	Region	SiteType	Accession	SitePair
S233_NSW1092837_FWD16	S233_NSW1092837_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092837	SitePair16
S234_NSW1092796_FWD16	S234_NSW1092796_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092796	SitePair16
S235_NSW1092786_FWD16	S235_NSW1092786_FWD16	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092786	SitePair16
S40_NSW1092822_FWD11	S40_NSW1092822_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Mount_Pleasant	Themeda_triandra_Mount_Pleasant	Mount_Pleasant_Themeda_triandra	Themeda_triandra_Natural	Natural_Mount_Pleasant	Canberra	Natural	NSW1092822	SitePair16
S73_NSW1092681_FWD11	S73_NSW1092681_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092681	SitePair13
S74_NSW1092840_FWD11	S74_NSW1092840_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092840	SitePair13
S75_NSW1092850_FWD11	S75_NSW1092850_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092850	SitePair13
S76_NSW1092855_FWD11	S76_NSW1092855_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092855	SitePair13
S77_NSW1092851_FWD11	S77_NSW1092851_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092851	SitePair13
S78_NSW1092846_FWD11	S78_NSW1092846_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092846	SitePair13
S79_NSW1092841_FWD11	S79_NSW1092841_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092841	SitePair13
S80_NSW1092836_FWD11	S80_NSW1092836_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Munmorah_SCA	Themeda_triandra_Munmorah_SCA	Munmorah_SCA_Themeda_triandra	Themeda_triandra_Natural	Natural_Munmorah_SCA	North_Coast	Natural	NSW1092836	SitePair13
S176_NSW1092503_FWD12	S176_NSW1092503_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092503	SitePair14
S177_NSW1092518_FWD12	S177_NSW1092518_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092518	SitePair14
S178_NSW1092510_FWD12	S178_NSW1092510_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092510	SitePair14
S179_NSW1092511_FWD12	S179_NSW1092511_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092511	SitePair14
S180_NSW1092513_FWD12	S180_NSW1092513_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092513	SitePair14
S181_NSW1092514_FWD12	S181_NSW1092514_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092514	SitePair14
S182_NSW1092517_FWD12	S182_NSW1092517_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092517	SitePair14
S183_NSW1092516_FWD12	S183_NSW1092516_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Themeda_triandra_Noorumba_Reserve_Rosemeadow	Noorumba_Reserve_Rosemeadow_Themeda_triandra	Themeda_triandra_Natural	Natural_Noorumba_Reserve_Rosemeadow	Sydney	Natural	NSW1092516	SitePair14
S81_NSW1093010_FWD11	S81_NSW1093010_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093010	SitePair17
S82_NSW1093034_FWD11	S82_NSW1093034_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093034	SitePair17
S83_NSW1093025_FWD11	S83_NSW1093025_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093025	SitePair17
S84_NSW1093015_FWD11	S84_NSW1093015_FWD11	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093015	SitePair17
S85_NSW1093020_FWD12	S85_NSW1093020_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093020	SitePair17
S86_NSW1093035_FWD12	S86_NSW1093035_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093035	SitePair17
S87_NSW1093001_FWD12	S87_NSW1093001_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093001	SitePair17
S88_NSW1093006_FWD12	S88_NSW1093006_FWD12	FALSE	FALSE	Sample	Themeda_triandra	Norah_Head	Themeda_triandra_Norah_Head	Norah_Head_Themeda_triandra	Themeda_triandra_Restored	Restored_Norah_Head	North_Coast	Restored	NSW1093006	SitePair17
S140_NSW1092472_FWD09	S140_NSW1092472_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092472	SitePair18
S141_NSW1092621_FWD09	S141_NSW1092621_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092621	SitePair18
S142_NSW1092617_FWD09	S142_NSW1092617_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092617	SitePair18
S143_NSW1092622_FWD09	S143_NSW1092622_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092622	SitePair18
S144_NSW1092627_FWD09	S144_NSW1092627_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092627	SitePair18
S145_NSW1092632_FWD09	S145_NSW1092632_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092632	SitePair18
S146_NSW1092637_FWD09	S146_NSW1092637_FWD09	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092637	SitePair18
S28_NSW1092616_FWD10	S28_NSW1092616_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Short_Point_Reserve_Merimbula	Themeda_triandra_Short_Point_Reserve_Merimbula	Short_Point_Reserve_Merimbula_Themeda_triandra	Themeda_triandra_Restored	Restored_Short_Point_Reserve_Merimbula	South_Coast	Restored	NSW1092616	SitePair18
S154_NSW1092536_FWD10	S154_NSW1092536_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092536	SitePair19
S155_NSW1092613_FWD10	S155_NSW1092613_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092613	SitePair19
S156_NSW1092623_FWD10	S156_NSW1092623_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092623	SitePair19
S157_NSW1092629_FWD10	S157_NSW1092629_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092629	SitePair19
S158_NSW1092630_FWD10	S158_NSW1092630_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092630	SitePair19
S159_NSW1092624_FWD10	S159_NSW1092624_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092624	SitePair19
S160_NSW1092619_FWD10	S160_NSW1092619_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092619	SitePair19
S161_NSW1092628_FWD10	S161_NSW1092628_FWD10	FALSE	FALSE	Sample	Themeda_triandra	Tathra_APZ_Panorama_Drive	Themeda_triandra_Tathra_APZ_Panorama_Drive	Tathra_APZ_Panorama_Drive_Themeda_triandra	Themeda_triandra_Restored	Restored_Tathra_APZ_Panorama_Drive	South_Coast	Restored	NSW1092628	SitePair19
S215_NSW1092845_FWD15	S215_NSW1092845_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092845	SitePair16
S216_NSW1092815_FWD15	S216_NSW1092815_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092815	SitePair16
S217_NSW1092820_FWD15	S217_NSW1092820_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092820	SitePair16
S218_NSW1092825_FWD15	S218_NSW1092825_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092825	SitePair16
S219_NSW1092830_FWD15	S219_NSW1092830_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092830	SitePair16
S220_NSW1092860_FWD15	S220_NSW1092860_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092860	SitePair16
S221_NSW1092866_FWD15	S221_NSW1092866_FWD15	FALSE	FALSE	Sample	Themeda_triandra	Yarramundi_Grasslands	Themeda_triandra_Yarramundi_Grasslands	Yarramundi_Grasslands_Themeda_triandra	Themeda_triandra_Restored	Restored_Yarramundi_Grasslands	Canberra	Restored	NSW1092866	SitePair16
